8,UK,0.1639189945555386
8,London,0.1326515035872386
8,South East London,0.05510609067317967
8,The City,0.03363354195288251
8,Manchester,0.013814684780949474
8,Birmingham,0.013662036330331247
8,West Midlands,0.012949676894112859
8,Leeds,0.012898794077240115
8,Central London,0.012618938584440034
8,Surrey,0.012339083091639953
8,Bristol,0.009998473515493819
8,Reading,0.00885361013585712
8,Hampshire,0.007556098305602198
8,Nottingham,0.007250801404365746
8,Kent,0.007149035770620262
8,Milton Keynes,0.006563883376583727
8,East Sheen,0.006538441968147356
8,Belfast,0.006233145066910905
8,Berkshire,0.006004172390983564
8,Cambridge,0.005953289574110823
