9,UK,0.1705988690089923
9,London,0.07703717437656438
9,South East London,0.03497265226661722
9,Leeds,0.018378603875034764
9,Manchester,0.01569018262723649
9,Birmingham,0.012630944655603969
9,The City,0.011541670529340874
9,Sheffield,0.00982664318160749
9,Nottingham,0.009780291091128209
9,Reading,0.008528784648187633
9,Bristol,0.007903031426717345
9,Liverpool,0.007740799110039863
9,Oxford,0.007671270974320942
9,West Midlands,0.007346806340965978
9,Newcastle Upon Tyne,0.007184574024288496
9,Central London,0.007022341707611013
9,Milton Keynes,0.006883285436173172
9,Leicester,0.006883285436173172
9,Surrey,0.006836933345693891
9,East Sheen,0.0064429405766200055
