7,London,0.2658548959918823
7,UK,0.17945930274697397
7,South East London,0.07661085743277524
7,The City,0.05899833297093571
7,Central London,0.020076828296006377
7,Surrey,0.01449590490686381
7,West Midlands,0.011959121548162643
7,Aberdeen,0.011379285351888091
7,Berkshire,0.010509531057476262
7,Hampshire,0.008697542944118286
7,Reading,0.008552583895049648
7,South East England,0.008262665796912372
7,Bristol,0.008045227223309415
7,Birmingham,0.0077553091251721384
7,Scotland,0.007102993404363267
7,Manchester,0.006740595781691672
7,Kent,0.006668116257157353
7,Hertfordshire,0.006523157208088715
7,Leeds,0.006523157208088715
7,East Sheen,0.0063781981590200765
