6,London,0.2774566473988439
6,UK,0.18766859344894027
6,South East London,0.0884393063583815
6,The City,0.07842003853564547
6,Central London,0.021772639691714835
6,Aberdeen,0.01348747591522158
6,Surrey,0.012716763005780347
6,South East England,0.010789980732177264
6,West Midlands,0.007321772639691715
6,Bristol,0.00674373795761079
6,Manchester,0.006551059730250481
6,Reading,0.006358381502890174
6,Kent,0.006358381502890174
6,Leeds,0.005394990366088632
6,Letchworth Garden City,0.005394990366088632
6,South West London,0.005394990366088632
6,Berkshire,0.005394990366088632
6,Glasgow,0.005202312138728324
6,Hampshire,0.005009633911368015
6,East Sheen,0.004816955684007707
