5,London,0.24686192468619247
5,UK,0.1589958158995816
5,The City,0.06276150627615062
5,South East London,0.05439330543933055
5,Somerset,0.04602510460251046
5,Central London,0.04602510460251046
5,Hampshire,0.03347280334728033
5,Kent,0.02510460251046025
5,Edinburgh,0.02092050209205021
5,North West London,0.02092050209205021
5,Dorset,0.016736401673640166
5,Herefordshire,0.012552301255230125
5,Leeds,0.012552301255230125
5,South West England,0.012552301255230125
5,Buckinghamshire,0.012552301255230125
5,Essex,0.008368200836820083
5,High Wycombe,0.008368200836820083
5,West Midlands,0.008368200836820083
5,Hertfordshire,0.008368200836820083
5,Cambridgeshire,0.008368200836820083
