1,London,0.28047829477514946
1,UK,0.15232648817260203
1,South East London,0.08630101377696907
1,The City,0.07824278658695087
1,Central London,0.02378476735118274
1,Aberdeen,0.018975825318429944
1,Surrey,0.010917598128411749
1,Reading,0.010137769690668054
1,Manchester,0.009487912659214972
1,Berkshire,0.008708084221471277
1,West Midlands,0.00857811281518066
1,Hampshire,0.00792825578372758
1,Leeds,0.007538341564855732
1,Birmingham,0.0070184559396932675
1,Hertfordshire,0.006498570314530803
1,Kent,0.006108656095658955
1,Bristol,0.005718741876787107
1,North West London,0.005458799064205874
1,South East England,0.005328827657915258
1,East Sheen,0.005328827657915258
